Entity,average_probability,high_probability,low_probability,std_dev_probability
"QuakeNet, a network originally created for players of the first-person shooter Quake and now used by players of many different games",5.48057553952117e-53,4.373162292112872e-52,5.152850986391604e-57,1.3828471375856156e-52
Quirino's party,4.557676451510396e-07,1.5719283606642071e-06,5.082487239110361e-10,5.946347845368521e-07
RB Rudi Johnson,1.5767102214019074e-14,5.885051115298387e-14,2.4601699111615905e-16,1.649665852568559e-14
"Radomsko County, Lodz Voivodeship, in central Poland",1.1125811405202553e-36,1.1116965323532516e-35,1.0059096696338741e-42,3.515182805043792e-36
Rafael Palmeiro of the Baltimore Orioles,1.584581310891529e-15,9.16370036067562e-15,5.457470596449832e-18,2.7769540534514238e-15
Rann,0.0009294655085795897,0.0091173201799392,2.517525899747852e-06,0.0028769821729418997
Ray Bradbury The Illustrated Man,4.807139689824635e-16,2.690792884927331e-15,1.8194415069069148e-17,7.942230848034278e-16
Recent tour-mates,3.9390090222668644e-07,3.617653772201854e-06,1.7713859373626204e-11,1.1356533985973464e-06
Regime change in Iraq,1.6563695552373703e-07,8.660978571255368e-07,1.5743087135687877e-12,2.9634147177847946e-07
Renault-Nissan diesel and petrol engines,6.872874261836693e-12,6.54931801762867e-11,2.1081817016175068e-15,2.0603131595812024e-11
Rennes,3.797195049515217e-06,8.457290764606745e-06,2.4928303990820427e-08,3.270046083581695e-06
Replacement bocce balls,6.274203857328072e-12,5.071965057322148e-11,1.0472140382816434e-14,1.5708299495038248e-11
Reporters,0.04001109257806089,0.1637923717498779,0.0003838166594505,0.05929518899485684
Reports,0.05807375787990164,0.2478041052818298,0.0018838095711544,0.08803039211917153
Republic chief executive Bryan Bedford,2.4978436923339586e-17,2.143070000723269e-16,1.4162530503375833e-22,6.73732821572341e-17
Reuben Fine and Harry Golombek,4.4946856430645604e-24,1.9366159078013517e-23,3.926639269867736e-26,5.813628104732784e-24
"Ricardo Montalban, Red Skelton and Betty Garrett, who had also been in Take Me Out to the Ball Game",2.0396162104274215e-69,1.079606436457995e-68,6.999000084440024e-72,3.772451433754246e-69
Richard Nixon,0.0026048402392395502,0.0144491650190782,1.6101911778108012e-05,0.0044170729601550815
Ricky's help,1.3443100772581202e-08,9.456966555474577e-08,1.3096869110908425e-13,2.870935237161737e-08
Right-bank Ukraine,3.8233261020499865e-07,1.658052804762496e-06,2.2803758554077177e-10,6.159827438224177e-07
Rimske Toplice,1.0953147070013206e-11,1.0265345278148428e-10,5.0305741622136655e-20,3.229261867760274e-11
Riot officers in the Paris suburb of Nanterre and the southeastern city of Lyon,1.3394909597672491e-37,9.732799861062589e-37,6.233543137673655e-41,2.980959667557156e-37
Ritek,2.0304542914553445e-07,6.081654423570915e-07,1.6340600303028213e-08,2.1091342896354754e-07
Ritual Entertainment,6.079855623927614e-07,1.9292999719003887e-06,1.5190811845474932e-08,6.317174837255461e-07
Rival parties' House campaign operations,3.373277302312955e-21,2.6005824423677462e-20,6.1919300797845845e-24,8.008355338736052e-21
River Krishna,0.07250014809972481,0.2916939749064031,0.0002258104409661,0.11770936284847262
Rob Ryan--who is also Cleveland's defensive coordinator--Rex Ryan,7.463605281575628e-36,3.8908559230203707e-35,7.720364282320276e-41,1.4685316899516877e-35
Roberto Maroni,1.130378121936837e-06,3.457448553986002e-06,8.32385148150624e-10,1.114374380801218e-06
Robin Hoods,1.2454404650650203e-05,5.551392680573077e-05,9.868810268719681e-08,2.132961626603318e-05
Rodney Hide,1.983637440938288e-08,5.186521221643079e-08,1.1805642681508935e-09,1.8055813028568545e-08
Roger Federer in the semifinals,1.1499026652295394e-09,1.0160726191102216e-08,7.130191474469928e-16,3.1868425476792812e-09
Roman Empire,0.03616805161499776,0.217034392542061,0.000466876918762,0.06687272615459197
Romanelli,9.935376863101189e-05,0.0003465449610343,8.275831588386973e-09,0.0001145608288854761
Rome,0.17540516131994077,0.7143231630325317,0.0002230234531452,0.2755987445162634
Rome at which Enrico died,6.853615260215528e-10,4.158050493026282e-09,1.918810556184715e-19,1.4838766503418971e-09
Rosenborg BK,4.409686916383871e-07,2.575442475095131e-06,6.223540761734981e-11,8.163267843859887e-07
Ross MacDonald in the men's Star event,3.281956235714048e-20,1.8527109235494592e-19,7.543674865478463e-24,6.234070657133087e-20
Rostra,1.8275197656650765e-05,7.265670846439386e-05,8.062236249613953e-07,2.173656502971844e-05
Rucker,3.740259260916128e-07,1.3192431043747169e-06,4.362586866559549e-09,4.866167012395956e-07
Ruslan Ponomariov and Veselin Topalov,3.1522194236625114e-49,2.8927452936757906e-48,5.308491145648363e-56,9.080593603744495e-49
Russia's irrational harshness,3.2710070830468943e-12,2.388726642370088e-11,3.8883362576680567e-20,7.587938758208647e-12
Russian Krasnoyarsk city,2.322952278620542e-28,1.411895009324651e-27,2.7867767050442616e-33,4.48079658432667e-28
"Russian Yuri Malenchenko, and American Peggy Whitson",5.799418824568955e-40,5.710395089589802e-39,2.422085197112996e-45,1.8028230131210125e-39
Russian influence and trade,5.92841693665808e-09,2.742748715861513e-08,6.202201659058785e-11,9.66022221100376e-09
"Rypin County, Kuyavian-Pomeranian Voivodeship, in north-central Poland",3.248251229880518e-40,2.8551035772820987e-39,9.842379136617442e-45,8.960882287861743e-40
SACN,5.1198402432188816e-08,1.5461880096664308e-07,5.356632110427263e-09,4.434921716001579e-08
SOFCs,6.157267967682143e-09,2.493187764815627e-08,2.3183402757027278e-10,7.733864479407681e-09
STECI,5.296011905549492e-09,2.2347115604085586e-08,3.393087862603801e-11,7.443908890125221e-09
Saab,0.0004102628902324704,0.0015975687667217,7.065840994860016e-06,0.0006129480817084183
Saint George,0.016952187636841715,0.0855714593895946,2.1215333083041176e-05,0.030901327971454923
Samachar Darpan Samachar Darpan,1.83874912902165e-41,1.818999562669615e-40,1.5679386055868014e-50,5.745571040846444e-41
Sammons,4.1677268467827274e-07,3.0550346597985403e-06,6.702040818816654e-09,9.42739995662091e-07
San Francisco for a fund-raiser,1.883308658630637e-13,1.3460623015760506e-12,6.179234615656341e-20,4.2168565190928503e-13
Sandra Stevens (later of Brotherhood of Man) and then Lyn Paul (her future colleague in The New Seekers),3.455593617490907e-47,1.8933771650876868e-46,4.2298157142197726e-55,6.641287409408086e-47
Sandy Hook,0.00020312332915504517,0.0013675011012381,2.759293216810321e-09,0.00042387269064661867
Sarah Michelle Gellar,5.606564012437039e-09,3.0147753441507345e-08,2.522271996429995e-11,8.839663865185858e-09
Saturday,0.1377370628761127,0.2925475835800171,0.0027594913262873,0.09890567154368307
Saturday night,0.013011024347161731,0.0476973271510532,0.0007370581415285,0.016495514893695308
Saudi Arabia,0.09669506917957907,0.7528190722164041,2.7942209161938133e-06,0.2377380246353033
Scotch Whisky,0.006004856558573734,0.048337375370381,8.496262060284153e-07,0.01497462029087348
Scotland,0.3547503164212685,0.985240638256073,0.00064248702256,0.427765887274155
Scott Shaw,8.474028978716728e-06,3.154000724090713e-05,3.419500146673421e-07,8.995748449790936e-06
Seaham Colliery,1.1067687999222568e-06,1.0330254213461657e-05,5.266686877514857e-13,3.2462717080412183e-06
Seljuk power,1.7114301700566874e-17,5.89315964676163e-17,8.435784370491631e-20,1.8441629359340945e-17
Sen. Mitchell,8.905467021085916e-08,3.5624410047184385e-07,5.73292263721033e-10,1.1625437269380682e-07
Sennacherib,1.2956958789072628e-17,8.634099435367948e-17,6.643270245320253e-20,2.610985437451803e-17
Sensors on the equipment,7.793342518375684e-09,1.8683048522733633e-08,2.2493998482996551e-10,7.165874596873298e-09
September,0.07316929028602312,0.1761010438203811,0.0007105071563273,0.07032719938092996
Serbian label City Records and HAYAT Records,3.345207949815048e-23,2.280391928888896e-22,3.664108047214218e-27,7.328326503007417e-23
Seth,0.000895520970152538,0.0051367441192269,2.753081571427174e-05,0.0016200661016922142
Seven Springs Farms,1.981035118292645e-08,1.321915263049529e-07,1.0407387129632824e-10,4.126234770296395e-08
"Several of the New York Stock Exchange's own listed companies, led by giant Contel Corp.",4.545224105370182e-39,2.6025061471120443e-38,1.5338522849960317e-45,8.79966886271929e-39
Several players from each team,2.6566784703502688e-08,2.2307628539660865e-07,1.6546649296746923e-11,6.945949057827075e-08
Shaanxi,2.4367300264088363e-06,2.0845270704112607e-05,5.511928223031449e-12,6.4917835993394795e-06
"Shannon Airport, Ireland",1.6178458921740416e-05,0.0001404064532934,7.883842302505988e-13,4.389288809321152e-05
Share prices,6.266384269053025e-05,0.000153397125143,5.441681401292396e-06,4.604823839602757e-05
She,0.459567007050282,0.8030861020088196,5.112961298436858e-05,0.280971509012553
She and Max Rostal,1.031186482212203e-21,5.7496924563981525e-21,1.2067307482208707e-24,1.830521652135652e-21
Shockacon,1.4113125015406257e-12,8.615508951667059e-12,7.119176786875636e-15,2.773941793319166e-12
Simon,0.0014112059492617402,0.002187009435147,0.0006760964170098,0.00047776439401757994
Simple pleasures of a picnic lunch watching the Ulster coast,1.3518402386950378e-27,9.067961038325068e-27,1.232475815227581e-31,2.8155958699983756e-27
"Sinaloa, Mexico",1.019295595705276e-12,8.045161997400145e-12,2.399721038989401e-19,2.5096320074672825e-12
Sir Alan,1.042125745058825e-05,4.0492472799335535e-05,3.045211969928916e-07,1.465870284664432e-05
Siskund,1.510449869305777e-11,5.100795240745114e-11,1.6338510623275149e-15,1.963557051109134e-11
Skeletal and cardiac muscles,1.946314834381499e-06,7.79667661188349e-06,2.5693336998847616e-11,2.464174557740303e-06
Slash,0.0017286335740208981,0.0116521650925278,5.0717044359771535e-06,0.003598686575222629
"Slovakia's top brown coal producer, supplying fuel to the nearby Novaky heating plant",4.4127632815300415e-35,4.4067953245783235e-34,2.6841819048585093e-43,1.3933422917861167e-34
Small car makers,6.482534005373044e-05,0.000602924182496,8.339890967662761e-09,0.00018928918203006998
Smith,0.0064498549647396,0.0115546267479658,0.0001997849612962,0.004309421845149076
Soft eye shields,1.4629682465592927e-08,5.028736601470313e-08,4.0317675930753924e-13,2.0192030193041253e-08
Sollom,2.7479325754244e-08,1.2279999715156533e-07,2.2448891298283916e-09,3.587182312281539e-08
Some aspects of Brazilian culture,9.908319599242441e-10,7.232007459807427e-09,3.111439725096037e-13,2.225944043039003e-09
Some early selling,4.150380961883497e-09,2.0229850424615315e-08,2.066267046377694e-12,7.00000356023413e-09
Some of them,0.00014148636119998032,0.0006961036815949,3.6116675885719487e-06,0.0002039742829715718
Sony,0.23797194623621176,0.9150267839431764,0.0016620183596387,0.3699529185793117
Sony Pictures due to their desire to change the title,1.8771602819652998e-19,1.5213664637172253e-18,9.83630959249076e-24,4.717664894490771e-19
Sotheby's International branches,4.432184299269803e-22,1.5307684611253593e-21,1.750811467946329e-23,4.859887176196529e-22
South America,0.0048991665158002375,0.0175359399209111,7.608401701024751e-07,0.007319829764357616
South Carolina as a delegate,1.0195508857275014e-08,1.00004485615587e-07,5.710607093985135e-14,3.155942262695012e-08
South Korea,0.039128957529645056,0.3064550663532728,3.519701866579487e-05,0.09492883622352245
"South Ossetia, whose residents mostly have Russian passports",3.005534632696933e-30,2.682418276097481e-29,2.0644749415818976e-36,8.424296320723371e-30
Southbank and Elsternwick,7.108303853771446e-20,3.59304542031227e-19,1.1402367529691004e-26,1.2085176275520397e-19
Southport,0.001750447832455351,0.0123511981219053,2.39605378737906e-05,0.0038246503293184247
Spain,0.3861048862832831,0.9991152882575988,0.0004696230462286,0.4411951970731527
Spain coach Vicente del Bosque,4.5094140677456206e-13,1.41464413408328e-12,1.37519654467189e-20,5.726987428614488e-13
Spencer,0.08919824617732953,0.7575797438621521,7.135893611120991e-06,0.23820767518959302
Sporadic clashes,0.002167451435324505,0.0129645904842057,7.183786993337159e-06,0.003926966597527027
Sri Lanka,0.0049400618404836965,0.0219502304695007,2.0605757205751805e-05,0.007809595822032339
"St Mary Hall, Oxford",1.1608268976433286e-05,0.0001159700323388,3.342321597640468e-11,3.666898953349706e-05
St. Charles Car Company,6.619528958783058e-09,4.3032688183532345e-08,9.033943216692788e-11,1.3215470421010069e-08
"St. Louis, Missouri",0.0003775047369449823,0.0016813958360167,1.0336418789901282e-06,0.0006458422081475559
St. Tammany Parish Public Schools,1.7599695175636606e-17,1.759968270994878e-16,8.04591040688644e-30,5.565507907973985e-17
St. Trudpert's Abbey (Kloster St. Trudpert),3.804249098350372e-48,3.803399290338632e-47,6.117044351970445e-62,1.202710614920647e-47
Stage history,0.00019614412382792592,0.0011892568392279,1.201675459985339e-06,0.00036237791831866427
"Stamford Bridge, home of Chelsea",4.6548500518142774e-12,3.770642648073072e-11,1.4918144135860993e-14,1.1735744635847296e-11
Stargate SG-1,1.6454354662768616e-11,1.1129567695189431e-10,6.0062559668899946e-15,3.4033061676744287e-11
Stefan,0.000237691682377731,0.0006034621619619,2.2477599486592222e-05,0.00020836893730474996
Steve Jobs,0.016650341001706377,0.1507736455468489,7.243360703518064e-07,0.0472389608278737
Stewart,0.00184358497499485,0.002940067788586,0.0008525585872121,0.0006581788534051942
Stewart and former ImClone CEO Sam Waksal,9.558079101867435e-31,6.972967246516554e-30,5.999899024437656e-34,2.1427477166147574e-30
Stockholm Open,0.027558750278462295,0.2746367379408099,2.0822739356611675e-07,0.08681469736221
Straight,0.20119356535142283,0.8964214324951172,0.0018347109435126,0.353815095603462
String piano,4.254766338606089e-05,0.0003807995026336,3.6447308644990034e-08,0.0001191683644298598
Students Association,0.0009960001835992046,0.0029577463865625,3.098529458158512e-06,0.0009417760684368734
Such features,8.38659086644939e-06,3.515054338387204e-05,7.19829398847534e-08,1.0344428344785271e-05
Such money,0.000354943493025333,0.0016566532641346,5.898547928993963e-09,0.0006773627116978302
Sunday,0.1621662834892049,0.4697728157043457,0.0010870594996958,0.18069643140543143
Super Lig,5.699133047856612e-06,4.3608368485919945e-05,6.432282111756652e-10,1.365441158649536e-05
Surveyors since the time of William Penn and George Washington,3.193609484619086e-19,1.3651822418631217e-18,2.06445910312025e-24,5.373438932783512e-19
Sutton,0.0007966913406562239,0.001901612849906,6.633989687543362e-05,0.0005650413698976307
Suzanne Collins,3.4260771079387067e-06,1.2755880870334718e-05,1.2304394136450408e-07,4.084607211288208e-06
"Suzanne Pleshette, Rod Taylor, Jane Russell (playing herself entertaining for the USO in a flashback sequence), Wally Cox",6.248611941117854e-76,5.815097920292703e-75,6.039186180212408e-80,1.8256186412315093e-75
Sweden,0.2460521149614578,0.9965556859970092,1.8134645870304663e-05,0.4029388862879914
Swidwin County,5.56431562911987e-13,3.126006574680168e-12,2.5689647805341326e-14,9.785393491500437e-13
Switzerland,0.015923149762602375,0.1310743540525436,3.9284397644223645e-05,0.040630600082822654
TCAC,6.867833632574856e-07,2.537330831013822e-06,2.6724024132372618e-08,8.224512366211853e-07
THE ROCK AND ROLL HALL OF FAME,2.446015767831429e-09,9.124730004555273e-09,1.64322075974221e-12,3.0008016949452936e-09
TIME magazine,0.002702873068884845,0.0100714572468637,3.605709217206532e-06,0.003988148261145642
TV processors,5.8704425572086715e-08,2.896417777681683e-07,3.5868375105038807e-10,1.0313076387505452e-07
Taiwan authorities,2.5446552792437527e-05,0.0001733297227262,9.109034612365854e-07,5.2837507350745965e-05
Taiwan scholars,3.6796680898547456e-05,0.000364211642216,4.212642232265144e-10,0.0001150429950592974
Taiwan's big enterprises and consortia,2.8610251105183627e-22,1.4319875999916425e-21,3.5479867711992035e-25,4.311321691816427e-22
Taiwan's financial regulator,1.7186402424866446e-10,7.811849401320616e-10,5.300163098835662e-13,2.517635364870825e-10
Taliban militants,0.02652176594022947,0.1074656054303098,0.0001175061235639,0.03883679727227315
Tanganyika (now Tanzania),8.048545010566748e-17,7.581078962603138e-16,2.663143307770459e-21,2.3821499678395314e-16
Tanzim,1.236762322241667e-11,4.12540088571382e-11,1.4043837293578951e-13,1.3049951185495623e-11
Tea,0.12138772249454628,0.8203069567680359,0.0011086558224633,0.2536297926812289
Ten Chinese companies,1.96652205835051e-06,1.3271214397213957e-05,5.067066978321733e-10,4.1741639865790175e-06
Terry Labonte,1.274293681394598e-07,2.45100769393298e-07,3.4097149547598954e-08,7.877057059839287e-08
"Thaddeus Stevens, a virulent abolitionist",4.197680547700654e-38,3.2386591308094257e-37,1.9925605549692364e-40,1.0050135481355965e-37
That appearance,5.269937789550032e-07,2.9561517895226592e-06,1.0122277971446775e-10,9.454902112363197e-07
That figure,8.35714773576627e-06,2.373438953294873e-05,1.5485547420241974e-07,9.13581369561327e-06
That one brief rest stop,9.219588614587619e-11,9.15847231890622e-10,1.5971992396830754e-16,2.894027886230451e-10
That year,0.00017164572061568336,0.0010411321727774,4.249186306127839e-06,0.0003116822247118777
Thatcher,0.03691108997445549,0.2083634883165359,0.0005316643510013,0.0658938357882691
The Alliance,0.0038957854163681,0.0147878025312675,0.0001085040609771,0.004712844318279006
The Arts Centre,0.0011183513150344834,0.0063749696869629,1.8783060942389745e-07,0.0019453001668476657
The Audit Bureau of Circulations,2.171563989818893e-07,1.1900078957401569e-06,1.2394790312795774e-14,3.898279085944016e-07
The Awis,2.9030837817395275e-09,1.2390798863815286e-08,3.5226651995483193e-10,3.854376863364549e-09
The Barbican,9.360629266467895e-15,2.5891613005721022e-14,8.484673923267005e-18,8.814442285836115e-15
The Battle of Britain Monument in London,6.146567951757093e-11,3.7431674598104027e-10,2.776820991690436e-15,1.1396503126555352e-10
The Battle of San Pasqual,2.3042457427443155e-10,2.2789769637343487e-09,2.1924770196676977e-15,7.198244434739694e-10
The Bhoys,1.8928978311110306e-10,8.820534026852648e-10,5.07478432436743e-13,2.876220937579059e-10
The Big Board,3.5976659622676524e-05,0.0002808715439987,2.388520968985898e-08,8.646669300124956e-05
The Bishopric of Trent,4.597037820557072e-07,4.129609037559379e-06,2.0461582998443874e-10,1.2914292970308137e-06
The Black Sea Shad (Alosa maeotica),2.889928596065001e-30,2.75795754853306e-29,3.021634933967179e-36,8.67959263810766e-30
The British Broadcasting Corp. and the U.S. State Department,2.3909336545163955e-20,1.4979003600606213e-19,2.0994952470538802e-23,4.8842988422685794e-20
The British balance-of-payments statistics,5.2975312021548804e-17,3.442394221708581e-16,2.6731634466813245e-23,1.1001560367488589e-16
The Cascade Range,0.002159989286798424,0.0129473374273241,1.4288545758154509e-05,0.004008664929550794
The Cedula of Population,1.3359051610649917e-17,1.1068987815009308e-16,1.108350091702331e-19,3.426602936300676e-17
The Church of Ireland parish church at the lower end,1.6274667467805257e-16,8.612636313627121e-16,2.2139679600226262e-26,3.088919700807403e-16
The Clippers,1.6896739704469212e-05,7.478746926043106e-05,1.3495855912030635e-06,2.2009533738822683e-05
The Company,0.1029606109944309,0.3285529759410721,0.0017884055388737,0.12490484501669173
The Congress of Racial Equality (CORE) surrounded the building before anyone,1.8238968010274308e-28,1.8201299036131708e-27,2.014623794078728e-35,5.7544349655854045e-28
The Conservatives,0.03168306844340527,0.184132004669598,0.0001490664518289,0.05929140862693605
The Crucible,3.467204081629662e-06,1.1973263225013005e-05,6.635289972712289e-08,4.486315523790669e-06
The CyBC trade unions,4.531669484244817e-14,2.537139386857776e-13,4.4881779406650106e-17,7.748425088232644e-14
The DMC,2.845215762545182e-06,7.941052080044406e-06,4.505324275768674e-07,2.2455156052528737e-06
The Dancing House,8.508450174621105e-08,2.823872843508153e-07,7.716029114674873e-09,9.107138079883543e-08
The Devils,0.0002521333348170118,0.0017452421145733,2.1970962998443257e-07,0.0005407660565436598
The Drozd system,6.392339206327476e-12,3.7144567511405454e-11,9.867535006431788e-15,1.2028819182283763e-11
The ERRC,9.56649578918305e-07,3.663242065417685e-06,1.018675710653142e-08,1.3173909648707815e-06
The EU move,2.8960234339063024e-05,0.000269299587497,1.1890012873633592e-08,8.449286693353455e-05
The Earth,0.08060838871741509,0.3334505009952195,8.876982159675747e-06,0.12626297338470824
"The El Cortez, a hotel and casino",1.2993440082242994e-18,1.0043286989799825e-17,1.356929057880005e-23,3.1023918972406826e-18
The Elihu Benjamin Washburne House,4.615172931621447e-19,2.1110590341894622e-18,3.3233979690244053e-28,8.664993445517073e-19
The Elwha Ecosystem Restoration project,6.198065546005896e-11,3.6136897182951695e-10,1.2312565468869005e-18,1.2549005426055718e-10
The Energy Blue skin The Energy Blue skin,8.189553811786617e-18,3.821853664604456e-17,2.395874137785887e-22,1.4927989774270864e-17
The Faroe Islands National Art Museum,2.1864534888857588e-14,2.1537229905965282e-13,1.1967226711305735e-20,6.799329229568291e-14
The First Sudanese Civil War,8.858570206607973e-07,8.009904268922285e-06,3.683758529224677e-09,2.506856573295962e-06
The Format,6.293574901318274e-06,1.336539854484588e-05,8.024289530658403e-07,4.694380344802808e-06
The GASB,3.826368395263485e-08,9.238651119299899e-08,2.9757400683924834e-10,4.0609392886035144e-08
"The Gandhara kingdom of the northwest, and the legendary Gandhara peoples",1.5065155086234773e-39,9.952241219633719e-39,3.5076448126088443e-43,3.1179656140508855e-39
The German champions,0.00020119992807085072,0.0017300375975444,1.122068358598331e-08,0.0005437651416782825
The Greek crisis,0.00023323217657939829,0.000990430452175,1.2404217140679691e-08,0.00036940443361113245
The HAVING clause,1.309920213528162e-08,6.623603178928354e-08,4.4448340273046437e-10,2.045281811664358e-08
The ISM index,3.595323614009394e-07,1.2976849035021189e-06,2.191188512812608e-08,3.930199853973249e-07
The Iberian nations,1.926959135313309e-06,9.927108223983974e-06,1.8002099437229682e-08,3.0729014055213583e-06
The Iraqi government,0.00121730739556813,0.0032620682373884,0.0001065027598175,0.0010741319298355157
The Israeli Manufacturers' Association,0.00026673570129049544,0.0025670423867446,1.54146427210427e-10,0.000808849233716403
The Jazz,0.0009791079232133587,0.00969212840803,1.798182600235485e-07,0.00306156157619923
"The Maharajah of Baroda, Sir Sayajirao Gaekwad III",3.7852637612377223e-47,1.3334106610663943e-46,4.0758807327258593e-53,5.083380476905078e-47
The Mali football federation,0.0003496943058647771,0.0019259046036496,3.0698850480683444e-09,0.0007414338571349046
"The McLean, Va., company",1.0907297617403305e-12,5.009579057825433e-12,2.6216026860293808e-15,1.970123801739556e-12
The NuSTAR launch team,7.777130810923795e-11,5.625762590361671e-10,1.0345148598383474e-15,1.817313591757712e-10
The Ordovician Bald Eagle Formation,3.920133203593246e-20,2.7384887252132283e-19,1.7665032009321542e-32,8.948501024274109e-20
The Pakistani Army,0.00016798074142365853,0.0005797346114048,4.862162080203149e-06,0.00019276085740385288
The Polish government,0.00052222951448529,0.0010439916775044,0.0001120482178401,0.0003390874717824978
The Protocols,0.030294369205043324,0.2823166100944227,0.0002049324149335,0.08859529933240068
The Qishla of Mecca,7.949184416399901e-17,3.841299364107097e-16,8.296656867508959e-23,1.292198715818914e-16
The Republican National Committee's finance director and his deputy,1.7964087742055316e-17,1.5171471589825498e-16,1.2348266326502297e-23,4.7178743801617235e-17
The River Cleddau,3.7343771623805796e-11,2.5096681395371397e-10,4.187641793872879e-16,7.800064122386072e-11
The Rwandan government,1.066670472206844e-06,2.3554339663343177e-06,1.4970023673142855e-08,9.740409719377328e-07
The Society of Olive Oil Producers of Baetica,1.1401706928476354e-14,4.966421671286872e-14,1.5050064955815124e-18,1.8551296242611626e-14
The Stripe-throated Wren (Cantorchilus leucopogon),1.102562234531601e-49,5.0804757259050585e-49,1.2653746378206517e-56,1.9157721632450438e-49
"The Three Blind Mice, Gingy, Pinocchio, and the Big Bad Wolf",2.5714793647362104e-36,2.1577370589457063e-35,2.122278338746856e-39,6.737584990617486e-36
The U.S. Senate,3.4948784944134964e-05,0.0001712516847254,2.7264281114706507e-08,5.8214294284479816e-05
The UN Security Council decision,6.077975162779545e-06,1.7302614156223736e-05,7.684324396245613e-09,7.473614993946331e-06
The UN mission in Afghanistan,3.180044855755649e-07,2.170506616585259e-06,3.1710296972612367e-10,6.989770787843041e-07
The UN resolution,0.005519855636270955,0.029306061594902,2.1122318865252855e-05,0.00964442350836275
"The UN's human rights chief, Navi Pillay",4.6969771666647195e-26,3.9697554265939247e-25,3.340668493207105e-29,1.2352469221036638e-25
The US air campaign in Afghanistan and Pakistan,6.063504962336731e-17,2.4264546039398123e-16,1.7185603126896484e-22,9.041215497490546e-17
The United States,0.04856753543301341,0.3918921257361694,0.000134324793488,0.12189317984876692
"The University of Karachi, simply referred as KU",1.2811541962262965e-14,6.863058530064758e-14,1.13709167233159e-21,2.70806516457433e-14
The World,0.11838537616207674,0.8679286874881598,0.0002357195890236,0.2654966651546622
"The actress, who is riding high on the success of Fashion and Dostana",4.997562999558829e-31,3.175299166114973e-30,6.306838595755221e-39,1.1006348879253936e-30
The agency,0.01594736856685618,0.0887169041020707,0.0001336229198736,0.02792167957092517
The airline's inaugural flight,5.350316109869574e-08,2.3887514779811e-07,3.775395160326656e-12,8.388137454938246e-08
"The area around the towns of Mikulov, Znojmo, Velke Pavlovice",1.293505996457683e-63,1.061209570162709e-62,1.4385509360885889e-69,3.3099184785643613e-63
The army,0.03736004222413319,0.1390834623289487,0.0002160242489099,0.0506445782213522
The audience,0.19533665223394708,0.5408769638561068,7.042903907253156e-05,0.20235464281160184
The automaker,0.0001356620342547236,0.0011761855313343,1.8209717960126189e-06,0.00036635133569120736
The band,0.2220843288535131,0.4265858994917266,0.109828309359294,0.11897962447097203
The bank based in North Carolina,1.8877536234359696e-11,8.5176621477525e-11,4.39580624441858e-14,2.7565597682437314e-11
The battalion,0.07294946489980789,0.2031717256741103,0.0001454760783006,0.08156395973434352
The battle,0.2103964685135949,0.8459654696979406,0.0001476561924353,0.28951666128815623
The behavior of complex macromolecular systems at materials interfaces,5.185846331581088e-35,3.6919628972317843e-34,7.83928290800899e-41,1.1565260605428013e-34
The best of the crop,2.4317175382964215e-06,1.9665021183253335e-05,1.4662390317117812e-11,6.152850738473928e-06
The bloc's decision,1.453122615390312e-07,7.078452857345063e-07,1.713130801967346e-10,2.946953235023047e-07
The board,0.29936487329998596,0.9545019541910272,2.1936804840822743e-05,0.3945172904021668
The bone,0.018169144914091533,0.0944338794103014,9.7734907837384e-08,0.03193713608507322
The brokers' hope,4.0376869008312197e-07,3.188665430605529e-06,7.46996856005638e-13,9.93697637055191e-07
The builders,0.12667954622229752,0.4484910903890835,0.0002834946151335,0.1627668307440698
The capital case against Slahi,3.0335621076803793e-18,1.740415528620665e-17,4.8359797119905216e-23,5.968051174215237e-18
The cause of the collapse,0.0004035801707130739,0.0029201904245958,2.194952285278477e-07,0.000915139558759758
The caustic spill--Hungary's worst ecological disaster,6.541223694606191e-35,5.873259856111512e-34,8.119872605221954e-40,1.8406961339622227e-34
The central issue,0.0007291771964037119,0.0044995571595129,6.708115798956603e-07,0.001540769642198082
"The chairman and a director of one of the Republic of Singapore's leading property companies, City Development Ltd., or CDL",5.000459227014386e-50,4.928637589316855e-49,4.565790967353391e-55,1.5560833431414768e-49
The cities of Alma and St. Louis,5.212797040289275e-12,3.188406564488548e-11,8.625324130632623e-17,1.0855729883084601e-11
The city,0.17204750081665315,0.5382987336010956,0.0009233863468578,0.1813591798005518
The commission,0.10400005120943394,0.4695252587489129,6.864918970585871e-05,0.1629252684634663
The committee,0.04482091793683983,0.167609148755865,4.808198370963995e-05,0.061814525337718806
The company,0.159141615645922,0.3754290019113924,0.0166009175503811,0.12928145950642342
The concern,0.03402541144441392,0.3338358534873986,0.000130894958525,0.1053457572233155
The conflict in Kosovo,3.780169343153511e-05,0.0001875071722902,8.156236399688789e-08,6.708820588040842e-05
The convention,0.03400045537702435,0.1825886572570869,0.0003088328237907,0.055405006530860605
The convoy of Qasim Fahim,5.217613825675146e-26,3.6036558660672033e-25,4.697356177550841e-29,1.115756443582243e-25
The county,0.01393384315452564,0.0523567872969019,8.26693307080014e-05,0.017296057724117523
The culture,0.019439957533388983,0.1049191321867466,7.671448391271055e-05,0.03164966917817689
The date,0.20094540970122393,0.8646258656502326,3.746680124014183e-05,0.3212483725467292
