Entity,average_probability,high_probability,low_probability,std_dev_probability
Shockacon,1.238285408447828e-10,3.675109380871954e-10,4.185830133125204e-12,1.3669859820474817e-10
Simon,8.052878681041874e-06,2.2044803699827756e-05,3.79902928671072e-07,7.050734976322243e-06
Simple pleasures of a picnic lunch watching the Ulster coast,2.3491265878531262e-29,2.25353124995184e-28,9.550874739277968e-36,7.095695635911324e-29
"Sinaloa, Mexico",0.003601043825374426,0.0250261838001964,1.9787024975362833e-09,0.007935289725620564
Sir Alan,2.2452266590094226e-05,0.0001738454501316,2.932347876963205e-08,5.395442455064522e-05
Siskund,1.2311958051884233e-13,7.133166602011259e-13,6.904169761182172e-17,2.3455452002695465e-13
Skeletal and cardiac muscles,3.665662048577918e-06,1.7306752178245192e-05,6.218543231347672e-11,6.24253884828487e-06
Slash,5.426225716289746e-05,0.000217529159272,3.194614919266314e-07,7.865009085008933e-05
"Slovakia's top brown coal producer, supplying fuel to the nearby Novaky heating plant",1.415691666293895e-22,9.80736013586431e-22,3.7888260123918315e-38,3.2499765106262357e-22
Small car makers,7.447038589755372e-06,7.343718936164597e-05,7.386712298944896e-11,2.3188144183849466e-05
Smith,0.001218285542199717,0.0058688628487288,3.090426616836339e-05,0.0021945145743863565
Soft eye shields,2.3103502077966373e-06,7.971257800908983e-06,1.8477185038462747e-08,2.8306892445312694e-06
Sollom,4.88510129211281e-10,2.0715618450983643e-09,6.606462992506325e-13,7.585428612337534e-10
Some aspects of Brazilian culture,3.2305476289141277e-10,1.2132972697462855e-09,1.0141107602430161e-13,4.5219720279059356e-10
Some early selling,6.782670601752495e-12,4.509510651244894e-11,2.5455629926334427e-14,1.4033907026998606e-11
Some of them,4.0588545472893497e-07,1.9710173494383e-06,5.870207584641853e-09,5.945780399794549e-07
Sony,0.0519523383962223,0.2444490939378738,2.924914588220417e-05,0.07471635407037792
Sony Pictures due to their desire to change the title,7.398567457721949e-16,4.181452444231048e-15,1.0971283551133791e-19,1.4537619273950224e-15
Sotheby's International branches,5.648423622391877e-12,5.1296634805286055e-11,4.897235699027459e-15,1.6071684838261478e-11
South America,0.004400579264956388,0.0185215553114322,2.2171688057783792e-05,0.006077682833694253
South Carolina as a delegate,1.7250340478993675e-10,1.0194955549317634e-09,1.1048981232688753e-13,3.127986610384558e-10
South Korea,0.040110613448581446,0.1758354505505321,2.2054590702232117e-06,0.06511141186708842
"South Ossetia, whose residents mostly have Russian passports",3.4840079831090595e-17,3.366787776129621e-16,1.5252950569221029e-21,1.0607112726329819e-16
Southbank and Elsternwick,9.090800418883044e-11,3.4882816678595503e-10,4.0805181527545803e-13,1.1541959265524617e-10
Southport,0.00016498438829186407,0.0013622995133805,1.0059393471519836e-08,0.00042332599821512477
Spain,0.12174500955661641,0.5135268568992615,7.934786117402837e-05,0.17305107736396924
Spain coach Vicente del Bosque,1.0981771080841096e-06,1.0566178837466734e-05,4.485458563882361e-12,3.3273669910263003e-06
Spencer,0.0004903217267496589,0.0026920563541352,1.7922808410730795e-06,0.0007965132794778677
Sporadic clashes,2.607183607469152e-07,1.8052174725064829e-06,2.0287607207881934e-09,5.583414171719391e-07
Sri Lanka,0.052365740892764176,0.4752081806388446,4.716383576040302e-07,0.1489905147632443
"St Mary Hall, Oxford",8.098011174959495e-10,3.728301380178757e-09,8.00849510243972e-14,1.1931758768102682e-09
St. Charles Car Company,4.4203627562156293e-07,2.6483081575353934e-06,1.1092332265787122e-13,8.208530269979724e-07
"St. Louis, Missouri",0.037171745503107645,0.1919515813121054,9.37980838965653e-07,0.07049834039629961
St. Tammany Parish Public Schools,0.0007624017659695451,0.0070959211154999,1.2564133335969152e-12,0.0022315514800558788
St. Trudpert's Abbey (Kloster St. Trudpert),1.4925174871677915e-14,8.134376582929436e-14,2.5338617370337195e-24,3.045039156475816e-14
Stage history,1.9254903047984937e-07,1.0921917858562483e-06,6.307100045692738e-10,3.30052037176852e-07
"Stamford Bridge, home of Chelsea",3.417146526026301e-08,1.3968698660843226e-07,7.045343411442987e-11,4.501703481401195e-08
Stargate SG-1,0.005025379913753027,0.0147139647080564,3.579913101870221e-06,0.00519926337050085
Stefan,0.00031425583404640154,0.0030653565190732,1.1103843888804477e-07,0.0009666781286256874
Steve Jobs,0.03900389083180125,0.1869438323308401,2.4685617661817944e-06,0.06413709001756156
Stewart,1.8776098704620382e-05,5.969972335151397e-05,5.502215117303422e-06,1.810976507419566e-05
Stewart and former ImClone CEO Sam Waksal,3.908410195245967e-18,2.3727652450297498e-17,1.540516530164995e-20,7.712185813281793e-18
Stockholm Open,0.0019311151458269594,0.0192516886880333,1.9962367560137666e-07,0.0060858394675864565
Straight,0.010506086954410382,0.0435268469154834,6.701570964651182e-05,0.015462211795848103
String piano,2.927580307982071e-07,9.75172572592999e-07,2.8170049738108427e-10,3.2656029073873224e-07
Students Association,2.0534015197228923e-05,7.557351768769111e-05,1.2919234815516982e-08,2.5589715593504163e-05
Such features,9.527305416632414e-08,3.1897610625404146e-07,2.4360219593883e-09,1.2352042385334317e-07
Such money,2.7277472034654987e-07,1.3171826730348215e-06,1.6062258096095394e-09,4.1841732614128255e-07
Sunday,0.05268445740221064,0.2470239102840423,0.0002225235803052,0.08598432792605763
Super Lig,0.0035230088663442487,0.0171043937358073,1.8430651907361218e-12,0.00584080526259365
Surveyors since the time of William Penn and George Washington,1.365949980080956e-18,1.3141436442522867e-17,2.64890181689455e-23,4.1401614008538476e-18
Sutton,1.71703263845302e-05,4.938579149893485e-05,1.0742292033683043e-06,1.920054437393402e-05
Suzanne Collins,0.18443449911625048,0.7410597578010893,1.8387061350792069e-06,0.29080098108041813
"Suzanne Pleshette, Rod Taylor, Jane Russell (playing herself entertaining for the USO in a flashback sequence), Wally Cox",1.7731114052930435e-51,1.0895993119888266e-50,5.873339642952253e-54,3.459629787957245e-51
Sweden,0.033451482588725365,0.2645383477210998,5.014883299736539e-06,0.08249617663063953
Swidwin County,1.7597059062780427e-15,1.093553177715188e-14,2.4340344253034403e-19,3.48832806726109e-15
Switzerland,0.07932949261921746,0.3703619539737701,4.445253944140859e-05,0.13204392093954997
TCAC,4.641592418202649e-10,2.636572932450987e-09,2.8663372610537864e-11,8.077848859235856e-10
THE ROCK AND ROLL HALL OF FAME,0.013542153197804774,0.0440916798585434,8.411775058749937e-08,0.017771224060499743
TIME magazine,2.6869687083343267e-05,0.000177600182644,8.639072042960636e-09,5.7574514194223056e-05
TV processors,3.442238417246118e-06,2.0845200682622343e-05,2.955425228495976e-11,6.737503613218287e-06
Taiwan authorities,9.694353567029576e-09,7.87798041582969e-08,6.602638129504145e-11,2.4407995211944863e-08
Taiwan scholars,9.463125147107276e-07,9.46164533994489e-06,1.0757098119051417e-13,2.9919829801040415e-06
Taiwan's big enterprises and consortia,4.580558206346078e-20,2.0269861115709196e-19,8.027648569473301e-24,6.8486471057034e-20
Taiwan's financial regulator,7.651420080535692e-09,6.813895280299837e-08,1.0101471832055204e-11,2.1286528203772793e-08
Taliban militants,6.507437639266108e-05,0.0002021558073305,1.0873139313832067e-07,8.050089853854034e-05
Tanganyika (now Tanzania),2.1804121222333327e-07,1.1121887916356572e-06,2.0228092740579127e-12,4.536603743273648e-07
Tanzim,1.6001698107697286e-06,1.1558755547607606e-05,4.7011187657830596e-11,3.748531898340955e-06
Tea,0.00953225530101912,0.0305929612368345,0.0002943300933111,0.011600610408192815
Ten Chinese companies,1.4247254236606962e-09,1.286482059941348e-08,4.923057877428737e-13,4.026307988105768e-09
Terry Labonte,0.0007647754795697694,0.0034679128409266,7.354511838094247e-08,0.0011141610361495085
"Thaddeus Stevens, a virulent abolitionist",1.0375999475971015e-10,7.453862371055674e-10,1.9757784182403224e-14,2.274571767391871e-10
That appearance,2.5139180325214778e-09,8.918927588587606e-09,3.692418409107476e-11,3.0634316726840934e-09
That figure,8.575556291012877e-09,3.5135996351552994e-08,1.0899577035894872e-10,1.1325786593936973e-08
That one brief rest stop,1.6013174798440077e-14,1.012640748062221e-13,2.1367922479012406e-17,3.197628417280429e-14
That year,3.147339174378198e-05,8.381572209503665e-05,1.245899428085117e-06,3.122100440243376e-05
Thatcher,0.003346893391790181,0.0235856249928474,5.107984543428756e-05,0.007241869525803988
The Alliance,5.126774993666138e-07,1.642872542988879e-06,6.416773808460485e-08,4.840474479370012e-07
The Arts Centre,1.7869201327479843e-06,5.566950062240775e-06,8.909808731120729e-09,1.93315515370655e-06
The Audit Bureau of Circulations,0.0004614213444324619,0.0033075453054394,6.012050650649229e-08,0.0010445758896146574
The Awis,1.3113258599932193e-12,7.811820005319533e-12,1.5653335112409553e-14,2.5742974709683227e-12
The Barbican,0.0006167458865861912,0.0055254774816194,4.209238424124874e-09,0.0017335913903342855
The Battle of Britain Monument in London,1.110546261564521e-07,5.920833397384771e-07,7.835250210534614e-12,1.8060799005410443e-07
The Battle of San Pasqual,2.2518860562946932e-05,0.0002207468159609,6.920450394649033e-10,6.965377862249259e-05
The Bhoys,5.612188190701925e-06,3.5105969424686e-05,1.191443044046058e-10,1.1005898198832218e-05
The Big Board,8.786233774405111e-06,5.849985401410342e-05,1.0782100788807208e-10,1.8454716612770768e-05
The Bishopric of Trent,4.9700862430776954e-08,4.6697693649982754e-07,1.6864323707637266e-12,1.4668000175585611e-07
The Black Sea Shad (Alosa maeotica),1.6853919774759165e-18,1.1588691903419517e-17,4.068711960116546e-25,3.839458662822344e-18
The British Broadcasting Corp. and the U.S. State Department,1.7117734373516152e-15,1.485499682691045e-14,6.341984857457947e-19,4.658433906600072e-15
The British balance-of-payments statistics,2.776901469221248e-14,2.6875668145073176e-13,1.6474765835591902e-17,8.468014550133764e-14
The Cascade Range,0.0004184811224898395,0.0038344775522487,6.063707981507022e-08,0.001201852122375297
The Cedula of Population,9.985960451125676e-11,3.696744228621436e-10,5.349628228429487e-13,1.3955270208780126e-10
The Church of Ireland parish church at the lower end,2.8724414346534566e-16,2.5599239811530244e-15,1.0467047877426616e-19,8.009098726598318e-16
The Clippers,5.143812306664797e-05,0.0002048765969408,1.5453497781962478e-07,7.085782649745763e-05
The Company,1.327496542950017e-05,3.697668435673988e-05,1.856986746816191e-07,1.4639233568397735e-05
The Congress of Racial Equality (CORE) surrounded the building before anyone,8.043670743611692e-25,7.547776945386805e-24,6.490703429065303e-30,2.371201165610573e-24
The Conservatives,3.493238280956769e-05,0.0002465625412703,1.2353506410742144e-08,7.644639181663787e-05
The Crucible,0.0019058000311920117,0.0181128031856443,6.471423386579874e-07,0.00569692059158977
The CyBC trade unions,1.7943755954096037e-17,8.525898501562407e-17,1.1725227013317037e-18,2.65894698106696e-17
The DMC,1.16561786218967e-07,5.197888173025495e-07,1.7465865229810275e-09,1.7879257772051286e-07
The Dancing House,2.7535412154860583e-07,1.8494080784757133e-06,1.1555452803646401e-09,5.824586230731975e-07
The Devils,9.850648091242534e-08,2.208244414417155e-07,2.994495108528057e-09,6.304963544967892e-08
The Drozd system,3.079950362807463e-14,1.7224102334976046e-13,2.336002076760542e-17,5.342991776480534e-14
The ERRC,1.4162678418356824e-08,7.089332775534342e-08,9.235191649725e-11,2.117473549179429e-08
The EU move,2.0376071524869883e-09,7.698803278233316e-09,1.074769030129884e-11,2.8988789028550667e-09
The Earth,0.0009907212954064842,0.0051550569562545,6.2456573927926735e-06,0.0015891359466273973
"The El Cortez, a hotel and casino",1.3355907501095006e-08,1.2871728604236645e-07,2.370213034689619e-13,4.055244593770036e-08
The Elihu Benjamin Washburne House,1.1989560647566765e-09,1.1989446265316824e-08,2.0132775307752884e-17,3.791391789329644e-09
The Elwha Ecosystem Restoration project,4.5521793942005194e-11,2.2818501876496342e-10,4.1198684190705724e-18,9.227486102089228e-11
The Energy Blue skin The Energy Blue skin,8.656713941156205e-19,7.258549362111365e-18,3.5076482872478764e-24,2.273534037530181e-18
The Faroe Islands National Art Museum,2.883135247313254e-09,2.8278110587496165e-08,5.408624597014317e-15,8.923539663616398e-09
The First Sudanese Civil War,8.364499555001963e-05,0.0008322305818918,9.911897754723985e-12,0.00026302945706551127
The Format,2.2657722050285085e-05,0.0001243953041009,3.459678678202745e-08,4.3039176496159104e-05
The GASB,5.322719713635573e-06,1.384285564813376e-05,3.034010260266233e-07,4.707649555213107e-06
"The Gandhara kingdom of the northwest, and the legendary Gandhara peoples",7.7278271789673975e-28,5.365233316508857e-27,3.200210377324057e-32,1.6601159040839733e-27
The German champions,8.012668867730391e-09,7.081294441304055e-08,5.075393679288029e-13,2.220121372178945e-08
The Greek crisis,1.1324157973900802e-06,6.522776687171311e-06,1.459365055812334e-08,2.038819181804617e-06
The HAVING clause,2.80736305264127e-06,1.380529300606078e-05,5.633015988389466e-11,4.03463769459013e-06
The ISM index,8.021008459816e-09,5.277961210562858e-08,1.3597404590175327e-10,1.6274297302398835e-08
The Iberian nations,1.6612499891843915e-08,7.048838422128776e-08,3.096270009691629e-13,2.5443257386749388e-08
The Iraqi government,4.702504601965546e-05,0.000468839992284,3.5093629142212366e-09,0.00014821080038761818
The Israeli Manufacturers' Association,1.1494029911931293e-06,1.0773042300117078e-05,7.666346865758712e-14,3.3887425569216244e-06
The Jazz,0.00011913806960632233,0.0010257993788339,3.5909609293272426e-08,0.00032110293823282084
"The Maharajah of Baroda, Sir Sayajirao Gaekwad III",5.71975486796048e-12,5.718482977743098e-11,4.125548904701333e-18,1.8082984277491858e-11
The Mali football federation,2.1614141569408382e-08,1.703076865167781e-07,4.231514372973326e-12,5.398281784953813e-08
"The McLean, Va., company",4.996072825999587e-16,1.8169783204686407e-15,1.2958552822657617e-18,6.144603446990296e-16
The NuSTAR launch team,8.300339637757829e-15,5.4603537958421385e-14,2.7136485421755368e-17,1.7125447514436616e-14
The Ordovician Bald Eagle Formation,1.8824288796265286e-14,1.8633580795639274e-13,1.5323358119723692e-21,5.885829453550499e-14
The Pakistani Army,1.2895538861109498e-06,9.29512486684743e-06,1.7697889010948883e-09,2.9352630555422718e-06
The Polish government,9.934547210296678e-07,8.179065715521184e-06,6.203623675927031e-08,2.5294492787035326e-06
The Protocols,0.0029116987789072693,0.0290886873362118,2.476304198963993e-07,0.009197656824741803
The Qishla of Mecca,8.04492181530438e-11,4.2691157286015496e-10,1.3680189679719657e-21,1.3386949832150523e-10
The Republican National Committee's finance director and his deputy,2.006865652199362e-16,1.5669109572251694e-15,1.16149026664011e-19,4.9096240554292e-16
The River Cleddau,1.4460127461274265e-07,1.43959542231406e-06,6.813292240887498e-15,4.5501872265717917e-07
The Rwandan government,1.5628297039868424e-07,6.55984951024217e-07,3.30017150542551e-10,2.582769525611569e-07
The Society of Olive Oil Producers of Baetica,1.679813562035311e-07,1.505992865615275e-06,4.704477053301991e-17,4.7176915933441063e-07
The Stripe-throated Wren (Cantorchilus leucopogon),8.549898478589105e-25,6.560023520696463e-24,9.319235381589199e-31,2.0375657068584252e-24
"The Three Blind Mice, Gingy, Pinocchio, and the Big Bad Wolf",5.506468338086563e-16,5.423499240566783e-15,2.5100214650208317e-21,1.7122087353021228e-15
The U.S. Senate,0.00029952005762399906,0.0011564108540303,4.743845126184455e-06,0.0003734404781690687
The UN Security Council decision,1.80623289813593e-07,7.957554283352887e-07,1.1012434947126047e-10,2.815010519441855e-07
The UN mission in Afghanistan,2.2930088479907185e-08,2.2624533461703814e-07,5.830465693257988e-12,7.143863006184904e-08
The UN resolution,1.1456065639402238e-06,7.796780224549183e-06,2.4430973056014266e-10,2.382827719453105e-06
"The UN's human rights chief, Navi Pillay",4.984862513717172e-10,2.655844742681625e-09,6.96253147908678e-13,8.307874244187388e-10
The US air campaign in Afghanistan and Pakistan,5.308333104298549e-10,2.370676266463561e-09,2.865143495566538e-14,8.575674850826423e-10
The United States,0.004660403324101339,0.0155360163818106,9.294737606559397e-05,0.006321588138305455
"The University of Karachi, simply referred as KU",3.716213487615385e-13,3.653306998996471e-12,2.2741340902746226e-21,1.1532362001368013e-12
The World,0.0012420099857405023,0.0109362617506585,1.5284138831894289e-06,0.0034140214026473588
"The actress, who is riding high on the success of Fashion and Dostana",2.5238792286804236e-19,1.373018855266559e-18,2.181737205066581e-32,5.34603325333293e-19
The agency,3.2270971668162442e-06,1.6371228121917023e-05,7.359456235389713e-08,5.609536749141387e-06
The airline's inaugural flight,2.436694857033707e-08,1.2131846107591165e-07,1.7716523689857933e-12,4.523964470283664e-08
"The area around the towns of Mikulov, Znojmo, Velke Pavlovice",2.8863007257471523e-28,2.865085643707642e-27,7.651067321452841e-35,9.052962116749575e-28
The army,0.00015129621524551557,0.0007702745494434,6.639727390680771e-08,0.0002621184134674633
The audience,0.00017298417301378504,0.0010228420781137,1.5863139321554398e-07,0.00034053453289309925
The automaker,1.1342136090922662e-05,4.115765618968095e-05,2.786580599073998e-09,1.440002601358342e-05
The band,0.00015190602237059018,0.0003413692982514,3.043996722738472e-05,0.00012391591073137323
The bank based in North Carolina,1.180696652636216e-12,4.381805424739895e-12,6.371377301597973e-16,1.4926570962536222e-12
The battalion,3.782246962194242e-06,1.2576486311506618e-05,2.0144122670380366e-07,3.90289062114216e-06
The battle,0.00025240953114263176,0.0013317559635875,1.8300080870461977e-06,0.0003977414026748716
The behavior of complex macromolecular systems at materials interfaces,2.8717337351742036e-18,2.5337671663673626e-17,3.9199466600945444e-23,7.937949348550517e-18
The best of the crop,1.8550688777225986e-08,1.48164044554205e-07,4.2498279809795375e-12,4.6156773705736474e-08
The bloc's decision,2.5820639969905582e-08,1.7050753627213394e-07,1.6501129902355308e-10,5.174955627194548e-08
The board,0.0010488309870746685,0.007037926442476,1.4937347030571211e-06,0.0022177353014665234
The bone,2.9526185009253077e-05,0.0001569983710577,1.3477373278097688e-06,4.9097701757513036e-05
The brokers' hope,4.908157745563072e-11,4.123487210748938e-10,1.2234030420432758e-13,1.2830563177574558e-10
The builders,2.4907390262250403e-05,8.403872483696978e-05,7.631750184365612e-07,2.523293983553019e-05
The capital case against Slahi,1.2160987405888353e-18,6.7347417979054136e-18,1.250098401196497e-25,2.1788010338046306e-18
The cause of the collapse,4.55542732977249e-07,2.3296657605648247e-06,5.120697332369171e-09,7.490148501945586e-07
The caustic spill--Hungary's worst ecological disaster,5.900590709483738e-24,4.694449429074361e-23,6.823779149973373e-29,1.4889913504166016e-23
The central issue,5.1886698353109636e-08,3.868677561114253e-07,6.002729684552932e-10,1.2088329241621255e-07
"The chairman and a director of one of the Republic of Singapore's leading property companies, City Development Ltd., or CDL",3.587796372610144e-37,2.737170128549145e-36,2.3570621846752046e-42,8.720318579788266e-37
The cities of Alma and St. Louis,3.2327970943042064e-18,1.5581856228738865e-17,3.2763504324011964e-20,5.5204467785584336e-18
The city,0.0006923326091623276,0.004936620719442,5.628353129766782e-06,0.0015049431407630888
The commission,1.9760279245502625e-06,1.5708860058310506e-05,1.6307784404384038e-08,4.838527547627273e-06
The committee,5.739084656329475e-05,0.0003192770658417,1.857767509454367e-07,9.871867121605832e-05
The company,0.0006337439605709403,0.0042547513216469,3.691394955069455e-05,0.0012847845179956908
The concern,2.2652959792502682e-06,1.1809491397359649e-05,4.24443081664873e-08,4.013625432817846e-06
The conflict in Kosovo,8.024381814655406e-07,3.83917880781166e-06,9.017533925765107e-10,1.3363949648857133e-06
The convention,4.440669728110198e-05,0.0002929086719731,3.721966227840639e-08,9.170718317323951e-05
The convoy of Qasim Fahim,8.102394679221113e-18,3.493474322364433e-17,8.14334962132525e-20,1.0680091434242554e-17
The county,6.320681192138438e-06,3.609060898517036e-05,3.316501104041129e-07,1.1207814658796688e-05
The culture,6.771661110038752e-06,2.0722458514882457e-05,1.945967495078341e-07,7.699294561151484e-06
The date,0.00016258924858048363,0.000797926596767,3.841134683249341e-07,0.00023749939768724616
The debt,3.0423422764974866e-05,0.0001139252891311,4.5536150556667386e-07,4.1230023528872295e-05
The decline,0.0001336308830219477,0.0007677685583289,2.698940217601048e-06,0.00023340911860665552
The discovery of the mass graves,4.378426472347948e-07,1.8362078977833448e-06,5.13973466134399e-10,5.739367769859333e-07
The distinctive carriages,4.4165094654303195e-08,1.6655558469737228e-07,1.9288136077962025e-12,5.8556373912051264e-08
The district,6.024932234576482e-07,2.6770817455842345e-06,2.2084478968759362e-07,7.412034801273207e-07
The division,2.3427431891066014e-07,6.799933256895023e-07,6.831923137248828e-09,2.5008331978683336e-07
The dollar,0.0004859367884901362,0.0018981836990722,1.2594235231901878e-05,0.0006692100120633315
The drink,1.5337031578841073e-05,6.582602006649941e-05,2.090124946747666e-07,1.990181720915252e-05
The earliest evidence of wild barley in an archaeological context,3.934534576303797e-17,2.3066442056519283e-16,2.3273187714543404e-22,8.040685743727845e-17
The eastern and western sections of the city,2.5014034451770367e-11,1.2148297101980942e-10,6.218977034752722e-17,3.945319861485068e-11
The eastern border of Colorado with Nebraska and Kansas,5.987133509667731e-17,5.926524121705659e-16,2.1442333015943764e-20,1.872017916335681e-16
The emperor Alexander,2.2501287212404856e-09,7.983788339616432e-09,1.2988478603949851e-11,2.545584168805445e-09
"The endowment model, pioneered by Yale's investment chief, David Swensen",1.2630117938857738e-22,1.117431297328582e-21,2.1827144159819103e-27,3.5047366606882156e-22
The environment,0.0011523302688299674,0.006339920008043,4.923844518784386e-07,0.0020409253757860913
The explosion,8.71197606158864e-05,0.0004525709572447,4.401665264682387e-06,0.00014522803838923622
The explosions,5.1273641229414935e-06,2.743753927835369e-05,3.628618047086543e-08,8.109442475516303e-06
The factory in Thailand,8.800413271268717e-11,2.4844553825253747e-10,2.724521116945909e-12,9.316949793594253e-11
The figure,2.8137395656297733e-06,1.2408812400638292e-05,1.4327169173343808e-08,3.91289997099805e-06
The film,0.00048416430051708944,0.0030522556602625,1.6623273489674165e-07,0.0009390908165913435
The fire,0.0004715725460315693,0.0019712538105899,1.487584442479763e-07,0.0006286168323574234
The first collision,2.936559217774308e-08,1.3176415059933672e-07,2.961308637011425e-11,5.362064869752887e-08
The following December,3.463978088925324e-08,2.0454414973720419e-07,8.983525295354095e-11,6.66905290061302e-08
The foundation stone,9.691966862459436e-05,0.0005326730935007,8.115390022520006e-08,0.00018028318948207916
The garage,0.00020091647653439404,0.0009180166843963,7.982971675797839e-07,0.0002918171168847037
The government,0.00044533738473026655,0.0008969799670221,6.374583275096154e-06,0.00037043693497153447
The guide,0.0005858581628715414,0.0030599537953545,7.601785581649982e-08,0.0011224627875918807
The head of an Ayllu,2.491839121489416e-11,1.2127004381817312e-10,1.0658668760237185e-16,4.895177587192177e-11
The heat treatment process for most steels,1.981568606434188e-13,4.294086749263517e-13,1.9783046371706083e-14,1.3750020076424285e-13
The iPad,1.362426625208594e-05,6.275456318239128e-05,8.10165094181792e-07,2.329591734381202e-05
The insurance coverage,6.607255314257394e-08,5.548652959800273e-07,7.598304376699166e-10,1.7209532937691906e-07
The island,0.0002764477497918992,0.0016380930813728,9.168863914007244e-07,0.0005031332435172594
The island's parliament,1.0668480272852597e-06,5.12206561958137e-06,1.3937157597426567e-10,1.6569928510671168e-06
The islands,3.268590541692666e-05,0.0001064419187554,1.3726890594303366e-07,4.412808921456146e-05
The issue,8.206809987595797e-05,0.0002790965314595,7.146133588191252e-07,0.00010335247285641878
The journalistic consensus,1.6772658352972477e-09,9.643397517847234e-09,2.5942261176300897e-11,2.941215804064425e-09
The key,0.00042251332909123615,0.0027735937948574,7.944644649766366e-06,0.0008465491386512701
The key U.S. and foreign annual interest rates below,4.613898719592497e-21,4.583884738583081e-20,1.7471695902609357e-25,1.4485184096435135e-20
The large star,8.392753587616292e-08,3.606867446357535e-07,3.597827767953961e-09,1.1015111201591477e-07
The larvae,0.00023273525536936785,0.0016854869845094,4.368206108676495e-07,0.0005230919307282351
The letter,0.0003666243129252082,0.003172363583105,2.162131304684896e-06,0.000987092881543977
The level of disorder,6.140759795392619e-09,5.566038988428168e-08,4.131778565693302e-12,1.7428299839831107e-08
The lorem ipsum,3.8484074506654616e-08,1.4267411210622585e-07,2.523843802802826e-09,4.593281059647901e-08
The main event,2.9039767308145117e-05,0.0001212550440523,1.5822834023804693e-07,4.6068943981003594e-05
The manner in which it was confirmed,1.2468479652983101e-12,7.945363768356928e-12,5.288000776747874e-16,2.655042058583395e-12
The mechanism,6.318131684528476e-06,5.334288504463963e-05,1.56685537825591e-08,1.6634497990439637e-05
The men,2.005123209741594e-06,1.3454565523313491e-05,8.120782060781789e-08,4.182032537323638e-06
The mission,0.00015959789443405184,0.0014288464210138,9.467809592149948e-07,0.00044678231952977233
The most exciting part of the day,2.058142428543064e-08,8.415145773328865e-08,3.7057546868449115e-10,2.7548293629674814e-08
The move,5.3473475452494494e-05,0.0002985895357525,1.1668671100091294e-07,0.00010455683216164057
The movie,0.0013947022071029026,0.0066782984625792,1.6768535173201015e-05,0.002018911794017236
The nerds outside of the club,2.547061967645022e-13,1.578289229367953e-12,4.3633742107091854e-16,5.094020921255447e-13
The new administration,3.637617073246841e-06,1.7389879917764153e-05,1.644697938864087e-07,5.415416531812029e-06
The news,0.00023129974566027416,0.0018062129935311,8.478212468724481e-07,0.0005568209256154286
The next stage,3.8136880440574617e-06,1.6340064589611094e-05,3.7537051130514715e-08,5.181101352817381e-06
The objective,2.8353185722334306e-06,1.4674328726904964e-05,2.351983632250973e-07,4.431604340859014e-06
The only homers,4.242856342610284e-13,1.6208794479973349e-12,1.0966261834406929e-15,5.259573616253225e-13
The organisation,2.1292416397665243e-07,5.612513337020027e-07,7.509085859621083e-09,1.9398636737505738e-07
"The original stage design of Threepenny, by Caspar Neher",3.403117401500777e-23,2.6140358510333496e-22,6.664897557333602e-30,8.365001788964697e-23
The other musicals opening directly on Broadway,4.337290534619022e-14,4.337222236563618e-13,1.9349685567712132e-22,1.3715476988825836e-13
The parasite Samson,9.37129471818447e-13,9.041599826270716e-12,4.843681405505859e-16,2.8478250735116924e-12
The park,0.00015636425235581483,0.0008434671706316,8.6921011862725e-06,0.000257474670418569
The parliament of the republic,3.1487620773978556e-09,2.889420514152941e-08,2.084413910987509e-12,9.050860952642239e-09
The parliamentary leader,1.2310010830636184e-07,9.582569968370825e-07,1.6191111270921926e-10,2.9983174407259044e-07
The personal income tax threshold,7.773100069973585e-09,5.2836189289229096e-08,4.2925469016479605e-11,1.6386016025816383e-08
The planes that go to LaGuardia,3.298929789610691e-14,3.2788131115498293e-13,3.309310975800101e-18,1.0361515966302095e-13
"The prime minister and her new chancellor of the exchequer, the untested John Major",4.396008941402033e-31,4.3606074428772046e-30,2.128857113555628e-40,1.3777252880642908e-30
The problem,1.1464783458798785e-05,7.350757249651851e-05,1.5376402086534037e-07,2.3112992548609862e-05
The publication,8.712530163411638e-05,0.0003711433742479,1.2142819072149643e-06,0.00011849610458286605
The purpose of the conference,7.159599385739486e-06,4.973240437247006e-05,1.772902559681508e-09,1.5781750106277148e-05
"The quarter-on-quarter growth, in line with market expectations",2.2068428365218872e-17,1.373251775583401e-16,9.540565578391825e-20,4.269416588877224e-17
The race,2.52410878162203e-05,9.557889778827062e-05,2.7407284727446824e-07,3.6391455157119e-05
The rally,5.659782831275702e-06,2.843121610145161e-05,1.979172448185444e-09,1.0470482377481707e-05
The rattlesnake,1.264889817040131e-06,5.324072093482951e-06,2.7168257341314493e-09,1.7282168066012653e-06
The reactor building containment dome,4.2561286308107285e-12,2.347584042606551e-11,1.151390968263164e-15,8.807966864357289e-12
The recovery,3.458095124978575e-06,1.113265585632136e-05,6.931791109864185e-08,3.396423098384558e-06
The report,2.704452279425841e-05,0.0001271047571482,1.031743452976249e-06,4.019262566323486e-05
The researchers,1.53839682843741e-05,3.62433412378761e-05,2.1324712667953217e-06,1.157434073079797e-05
The reservoirs,2.201916129215982e-05,9.80689119311304e-05,1.5278675661413353e-08,3.6501673126185604e-05
The result,3.788864168148978e-05,0.0001180257031713,3.729193142264068e-06,4.745321451014265e-05
