Entity,average_probability,high_probability,low_probability,std_dev_probability
Sir Alan,1.5123222765058466e-07,7.64629714939652e-07,1.5547670103271973e-08,2.2557392845613903e-07
Siskund,4.8520989007110366e-14,3.094240380496709e-13,1.3322867270697928e-22,1.0697151481437749e-13
Skeletal and cardiac muscles,1.0738130309293255e-13,1.0737134723935669e-12,6.527902694464644e-33,3.3953451584598743e-13
Slash,5.1415436671303974e-15,1.7437443200004372e-14,8.786425134461087e-17,5.640389468411472e-15
"Slovakia's top brown coal producer, supplying fuel to the nearby Novaky heating plant",3.0478892949209455e-45,2.21555062614723e-44,2.1228103526557667e-74,7.026708351887644e-45
Small car makers,1.827223041939033e-06,9.407667886269847e-06,6.13499074669232e-13,3.6371697495966622e-06
Smith,0.0001695651315197689,0.0006671776645816,1.1699627933126067e-09,0.0002576469298101198
Soft eye shields,1.722146231591509e-07,7.98893311719252e-07,4.440955039197553e-15,2.8372579353149523e-07
Sollom,1.8451457142121303e-13,9.722351876583546e-13,7.809914752190766e-21,3.656039300743276e-13
Some aspects of Brazilian culture,1.0469251736734481e-07,7.871865657392893e-07,1.3024357282412381e-24,2.483015271453238e-07
Some early selling,1.2507699113036598e-08,1.1897261377904365e-07,7.843927538934542e-16,3.743483556660132e-08
Some of them,6.100341428690057e-05,0.0003759034413251,5.212787970148533e-12,0.00011732399538613115
Sony,0.04943474401398189,0.41458261013031,7.60803118282638e-08,0.1293788108097803
Sony Pictures due to their desire to change the title,2.0359125766693784e-19,1.0210089380378585e-18,2.489761495791671e-28,3.936348514634614e-19
Sotheby's International branches,1.8720820831871844e-17,1.0139022923115171e-16,1.2878307370704976e-25,3.510026667885266e-17
South America,0.005474655563597891,0.0518147923403127,1.902827279334568e-08,0.016308040308838468
South Carolina as a delegate,2.6578009740987916e-09,2.648332359032936e-08,2.2171282844737895e-16,8.371460214883127e-09
South Korea,0.002000843819598564,0.0106439635537275,5.803909897558096e-09,0.003472885203734441
"South Ossetia, whose residents mostly have Russian passports",1.3973931561721754e-15,1.2761611480953234e-14,1.0764234105402438e-21,4.000928765683139e-15
Southbank and Elsternwick,1.3501573928621732e-20,1.3501543433220024e-19,3.8644598980356354e-36,4.269561846174478e-20
Southport,2.9027211300733097e-07,1.1540328383815936e-06,6.97940770246354e-13,4.71061379036366e-07
Spain,0.00023536698390031865,0.0023312096018344,7.025664672255516e-08,0.0007364170572998932
Spain coach Vicente del Bosque,2.5548218192036883e-13,2.5513635861895765e-12,2.655864127141692e-31,8.066907243674735e-13
Spencer,1.1338547327645074e-07,1.0099419440712947e-06,2.9466947564325643e-25,3.171423338454204e-07
Sporadic clashes,2.447176724143784e-07,1.2060370659198122e-06,2.3550174582767514e-16,4.600778244466909e-07
Sri Lanka,1.4467347996373755e-05,0.0001219969800437,1.1414257409732086e-13,3.828897469801078e-05
"St Mary Hall, Oxford",1.5997865004098435e-06,9.108638802180417e-06,3.7890439094532926e-14,3.258662007091537e-06
St. Charles Car Company,4.256205450132611e-11,3.928093707828333e-10,8.93989257529398e-18,1.2326054616775077e-10
"St. Louis, Missouri",3.2780492356403784e-05,0.0002618548252714,4.664708396869524e-10,8.252518956167704e-05
St. Tammany Parish Public Schools,1.6551425708241707e-11,1.6546291369511643e-10,4.63605823639957e-23,5.232216539614144e-11
St. Trudpert's Abbey (Kloster St. Trudpert),6.952224838110504e-45,6.952224837838796e-44,3.728876970256615e-61,2.1984865293069889e-44
Stage history,1.0076675244369094e-06,9.990125996890145e-06,1.2560864679081098e-15,3.1562311028387184e-06
"Stamford Bridge, home of Chelsea",5.630572539852817e-17,4.9221046259715185e-16,2.804784895991092e-23,1.5469675321358057e-16
Stargate SG-1,1.6039913183660772e-12,1.603982317088283e-11,1.316381794546874e-28,5.072234285967999e-12
Stefan,1.9477223711283215e-07,7.780743058114886e-07,4.752346451251058e-09,2.9408308871836e-07
Steve Jobs,0.0006816524569008963,0.004124810488333,1.8282246335112143e-09,0.0014441726177839686
Stewart,7.43613468631879e-07,6.073279174406243e-06,2.3650349943509023e-08,1.8800594121735619e-06
Stewart and former ImClone CEO Sam Waksal,1.4145043207160872e-51,1.0979923703249556e-50,9.627648001320906e-56,3.4780633413827114e-51
Stockholm Open,5.066205870008939e-12,4.5705314231723e-11,1.4653241980916976e-16,1.4318394894355948e-11
Straight,6.475566830532741e-08,3.86989796652415e-07,1.1455200121801568e-09,1.1727466859229876e-07
String piano,1.000164823748567e-09,9.905875005404104e-09,8.626704627151703e-17,3.1292810148518617e-09
Students Association,4.093360115678755e-08,1.6427703449544289e-07,4.252626591182832e-09,4.9486501483188954e-08
Such features,4.086166098881124e-11,2.8033460550147963e-10,3.7938918631884717e-13,8.487629014306099e-11
Such money,3.687629854773483e-11,1.55329407228314e-10,2.5963238355723466e-12,4.73066278216125e-11
Sunday,7.244278665297088e-06,3.590809501474723e-05,4.3183455034068174e-08,1.0710412031845541e-05
Super Lig,1.2776449077646222e-13,7.222213524285025e-13,4.788820255080042e-19,2.5697101306712954e-13
Surveyors since the time of William Penn and George Washington,1.0314631554889595e-19,1.0311847368084111e-18,4.912399536734219e-28,3.2607947205106424e-19
Sutton,1.1426167452649743e-06,6.217602586052357e-06,4.1792115213098665e-14,2.0899903251911587e-06
Suzanne Collins,0.00015917114751645418,0.0015917114666729,2.7256028087652032e-17,0.0005033433609509899
"Suzanne Pleshette, Rod Taylor, Jane Russell (playing herself entertaining for the USO in a flashback sequence), Wally Cox",4.663553494537399e-77,4.6051765614298624e-76,1.6731672208431874e-101,1.454340356736684e-76
Sweden,0.03101687431825804,0.3082745383148957,1.0268895364151732e-11,0.09741915907143991
Swidwin County,1.2180989365541703e-18,1.1872266999327464e-17,2.6990723951908497e-28,3.744131659457325e-18
Switzerland,1.6000680433872837e-05,9.918303010009176e-05,2.573247067538138e-12,3.1342312276372796e-05
TCAC,1.4418880552503578e-09,5.579450668541338e-09,3.498742781867344e-14,2.0255269058530547e-09
THE ROCK AND ROLL HALL OF FAME,0.0029727353632664,0.0235339050495169,6.244392223202091e-11,0.007413537032987563
TIME magazine,2.051988735229332e-06,1.849413193725721e-05,5.7039127095805775e-11,5.811515117761134e-06
TV processors,3.5537368364195706e-07,2.440167129368433e-06,2.8538061377411195e-14,7.711240973284859e-07
Taiwan authorities,2.056879476645906e-08,1.6107685817648722e-07,3.6899487500369946e-15,5.0250636459498275e-08
Taiwan scholars,3.284854270437334e-08,3.2772687140103565e-07,1.0198639919188311e-16,1.0360993913353808e-07
Taiwan's big enterprises and consortia,3.7841664253742914e-26,2.103091618697644e-25,7.7567701507239e-45,6.933727954428333e-26
Taiwan's financial regulator,1.3366274258151963e-10,8.43533858304947e-10,6.910089649027822e-21,2.6862625984034904e-10
Taliban militants,6.1113736050618575e-06,6.111367917539059e-05,2.810221497822378e-16,1.932584024031586e-05
Tanganyika (now Tanzania),1.963951219690831e-22,1.926154596495467e-21,2.013023041291821e-29,6.078891492944251e-22
Tanzim,7.750086019945911e-13,3.625573886750729e-12,3.872506860701141e-18,1.376273213211081e-12
Tea,1.2465597216682055e-07,3.454985915141151e-07,1.949539196743899e-09,1.3327831562338802e-07
Ten Chinese companies,2.3994653351173075e-06,1.997191498698916e-05,9.498383510385448e-14,6.215741906768019e-06
Terry Labonte,9.380923236674426e-06,9.143612607847708e-05,2.241728997856085e-22,2.8840883286152324e-05
"Thaddeus Stevens, a virulent abolitionist",6.295197714648288e-23,6.094822721133707e-22,8.422960562669805e-29,1.9208408345512375e-22
That appearance,6.278426001691607e-12,3.5370121619750716e-11,6.633508829622262e-15,1.106649153771741e-11
That figure,3.131368723944031e-12,2.8858776194883758e-11,1.4767498783227133e-15,9.045967011126143e-12
That one brief rest stop,6.854351888872681e-12,6.852754863169245e-11,5.920627402973629e-20,2.1669753002741613e-11
That year,3.249530852694474e-09,2.818461721678495e-08,4.837623946281939e-12,8.798675085689392e-09
Thatcher,6.891044983670745e-09,3.075549438183007e-08,5.247410188120079e-15,1.1569866452499493e-08
The Alliance,3.61563825163672e-05,0.0002242058554951,4.3493351892490036e-10,6.943902915798975e-05
The Arts Centre,2.373822590004487e-05,8.634455879781768e-05,4.749504871839198e-10,3.0689634990741206e-05
The Audit Bureau of Circulations,7.132926521691207e-05,0.0005914210599162,2.0741330011541886e-09,0.00018488479804728335
The Awis,6.478419703953346e-13,3.427892876201306e-12,1.9003709559903475e-19,1.068980345434985e-12
The Barbican,9.55596129574031e-07,9.438014499906164e-06,1.4301496134344333e-14,2.9806280773169457e-06
The Battle of Britain Monument in London,1.4148799752382028e-08,5.873171688268826e-08,2.5681576277888557e-27,2.3619094137316284e-08
The Battle of San Pasqual,2.090590535404105e-08,1.7607144832300116e-07,4.5150626534560316e-26,5.548752130127459e-08
The Bhoys,5.858916642721783e-07,5.858885723402735e-06,4.872984473102393e-18,1.8527412572798344e-06
The Big Board,1.9289987920372745e-06,1.891272716069376e-05,1.5309864425672126e-16,5.9686448574255564e-06
The Bishopric of Trent,7.970015096489238e-10,7.898886115043322e-09,3.124900068827936e-23,2.4954311516083012e-09
The Black Sea Shad (Alosa maeotica),1.5150560535574214e-37,7.984040093970346e-37,4.3698293881270674e-42,3.140951027324272e-37
The British Broadcasting Corp. and the U.S. State Department,1.50206829218273e-22,1.3643755119122542e-21,1.913210619053168e-25,4.2710523904632295e-22
The British balance-of-payments statistics,5.352169884881513e-30,5.351039886646718e-29,3.3823448625101566e-39,1.6921077203439072e-29
The Cascade Range,0.005197028391492347,0.0417205801785601,6.6004348593582585e-12,0.013033092570616918
The Cedula of Population,3.6516510127587336e-14,3.6354919927144174e-13,1.3708760513331163e-24,1.1490851596855277e-13
The Church of Ireland parish church at the lower end,2.922197590908648e-14,2.461847996433585e-13,5.951026714644418e-31,7.678115290144676e-14
The Clippers,0.0068667231614114406,0.044161310128151,1.5489005514452252e-10,0.014723282960340941
The Company,7.305186397856067e-05,0.0001917128522404,8.431278668321824e-08,6.531109864857058e-05
The Congress of Racial Equality (CORE) surrounded the building before anyone,5.654232559367303e-26,4.97404938898327e-25,4.380710587359673e-30,1.5573483278992927e-25
The Conservatives,0.006648205413919907,0.0569692614519441,4.0827671791423334e-09,0.017789334934442708
The Crucible,1.9287507683400077e-08,1.910852152206811e-07,1.8472198642893297e-14,6.036502276107836e-08
The CyBC trade unions,9.079321290771216e-16,5.437709818984721e-15,3.782278235549841e-23,1.7288577753120137e-15
The DMC,7.165585074039728e-10,5.836458994332982e-09,1.0774888234578356e-14,1.8194941602361566e-09
The Dancing House,7.81936053230785e-08,4.027979185401845e-07,2.4201733361306456e-13,1.3821026602172171e-07
The Devils,2.8464096876711054e-05,0.0001736804367628,5.4335438011673455e-08,5.3559495793032016e-05
The Drozd system,4.917127966104459e-23,4.351720398125005e-22,1.3335933818451088e-29,1.3615539486188327e-22
The ERRC,3.377870504334492e-10,2.5297075406375037e-09,1.6955600087465783e-16,7.915538341775256e-10
The EU move,3.0645844074881876e-06,2.6040539714953927e-05,2.474347166121678e-19,8.124617270888738e-06
The Earth,0.0017637305781864631,0.0090751053224242,6.834463956929186e-06,0.0029841471678144047
"The El Cortez, a hotel and casino",2.1899436020267887e-13,2.146510494296913e-12,1.1177896744825326e-27,6.773975119816248e-13
The Elihu Benjamin Washburne House,5.0114195434878615e-15,5.0114195434650535e-14,2.492725895568509e-56,1.5847500068022743e-14
The Elwha Ecosystem Restoration project,9.448735602789932e-15,9.447840824086695e-14,2.3801173581648976e-27,2.9876381699657476e-14
The Energy Blue skin The Energy Blue skin,5.667781525575361e-17,3.651276426579721e-16,9.948174931946354e-28,1.1583779338185301e-16
The Faroe Islands National Art Museum,1.609546537474276e-08,1.2283779412963365e-07,4.4287978958171616e-20,3.935839986434817e-08
The First Sudanese Civil War,4.299090962197552e-07,2.146087122202144e-06,3.132782608899387e-11,7.146866788359034e-07
The Format,1.1954066390020853e-06,4.770830844894915e-06,4.4587418105226244e-10,1.5990524718035655e-06
The GASB,1.3433466387143106e-11,6.137891174444391e-11,3.0503934281950255e-14,2.4573915883014887e-11
"The Gandhara kingdom of the northwest, and the legendary Gandhara peoples",4.697800167458837e-33,3.643632671223693e-32,1.596830588559129e-39,1.1591134503794404e-32
The German champions,5.06551345882413e-06,1.463671598862256e-05,3.7788543644630994e-11,5.592349282688069e-06
The Greek crisis,0.0008191268496930481,0.0038384067431996,9.38198905084418e-11,0.0011784450504065767
The HAVING clause,3.9835308883635935e-16,3.9830487984053714e-15,7.890409148182007e-25,1.2595336915878777e-15
The ISM index,1.908291324456015e-08,1.8722285809919158e-07,3.788971508947484e-18,5.908655426080291e-08
The Iberian nations,6.4541780061341935e-09,4.816746323402175e-08,1.36920702921984e-18,1.4786392532707426e-08
The Iraqi government,0.0001780943129962884,0.0013676096888386,6.385073895040542e-10,0.0004306346123168594
The Israeli Manufacturers' Association,5.190080554405504e-10,2.440651699855206e-09,2.312741353905074e-19,9.849368606229561e-10
The Jazz,1.0500910938730678e-05,7.682468447094311e-05,1.355560918053842e-10,2.3632893080253027e-05
"The Maharajah of Baroda, Sir Sayajirao Gaekwad III",2.733016489180326e-71,2.7114284914361637e-70,7.950297689890322e-86,8.566877684211705e-71
The Mali football federation,1.7918666073990485e-06,1.337375285350143e-05,1.0005120615701627e-09,4.150419982536522e-06
"The McLean, Va., company",4.808774811514358e-16,2.9464356503375376e-15,3.6287646949615705e-21,1.0425060059311726e-15
The NuSTAR launch team,2.6214820981233124e-10,2.6136820208283923e-09,3.258973373311013e-25,8.262483949772975e-10
The Ordovician Bald Eagle Formation,2.3582195591481443e-16,2.239538079987437e-15,9.246146438054184e-46,7.044726142734613e-16
The Pakistani Army,3.85850693837799e-05,0.0003764492382747,2.5917614950045528e-11,0.00011873630724929012
The Polish government,8.252378470737606e-05,0.0003844504309318,1.8930936314266523e-10,0.00011868127554195896
The Protocols,5.2394083696776343e-05,0.0005179833899869,3.949205790910877e-13,0.00016359461831042343
The Qishla of Mecca,5.390444407938848e-19,2.229555766634564e-18,2.58489540232692e-28,8.835675941702595e-19
The Republican National Committee's finance director and his deputy,7.806416495861719e-14,5.68107942098426e-13,7.731374294757253e-19,1.7647132540107517e-13
The River Cleddau,3.38132082299187e-19,3.352264481626917e-18,4.383715881032966e-37,1.0590974407073655e-18
The Rwandan government,2.5440847785641775e-07,1.8523575797278857e-06,3.14119223578434e-13,5.956795557895351e-07
The Society of Olive Oil Producers of Baetica,2.6939880306803405e-12,2.6866062057740087e-11,2.8030628517357438e-39,8.493219999546567e-12
The Stripe-throated Wren (Cantorchilus leucopogon),2.8938884874513784e-68,2.212303406104271e-67,6.651445013311634e-81,6.882316263594062e-68
"The Three Blind Mice, Gingy, Pinocchio, and the Big Bad Wolf",5.461659431254086e-43,5.399669315659512e-42,2.148681553034492e-63,1.7054414984369105e-42
The U.S. Senate,9.252419533005402e-08,4.353737649754172e-07,7.623119546038176e-13,1.5339951712115798e-07
The UN Security Council decision,0.00027480998459174493,0.0015833755854316,2.458770712239251e-11,0.0004895727699183448
The UN mission in Afghanistan,3.426409579319687e-05,0.0001353963162677,9.159114223117899e-21,5.306175037194307e-05
The UN resolution,0.001270697696142866,0.0069476054624485,7.910029210458199e-11,0.0022882662388850022
"The UN's human rights chief, Navi Pillay",1.5677245884913083e-17,1.0130948999215211e-16,3.1232547398510127e-24,3.212366048743126e-17
The US air campaign in Afghanistan and Pakistan,1.7935915947654916e-07,1.385053602203898e-06,2.7891973977316834e-10,4.3006596430545957e-07
The United States,0.045327538226249214,0.4429251883420018,1.1381207233499854e-11,0.13971602433699376
"The University of Karachi, simply referred as KU",2.164313452283266e-19,1.6608059615118322e-18,1.6921233574894707e-28,5.315682262952703e-19
The World,0.05013720708883803,0.4905459394049281,2.7194603611129557e-11,0.15475422141737724
"The actress, who is riding high on the success of Fashion and Dostana",1.4559773321274548e-26,1.4476671333553966e-25,6.6368819529136335e-49,4.5750800712290685e-26
The agency,0.00023942515269443363,0.0008174033800865,8.081828273755903e-07,0.00030814549009564865
The airline's inaugural flight,2.560659312836777e-08,2.52251583233951e-07,2.6505362445608504e-20,7.964126532789822e-08
"The area around the towns of Mikulov, Znojmo, Velke Pavlovice",5.7879982204168156e-64,5.787227931828892e-63,9.55934511312896e-87,1.8300550989262197e-63
The army,0.0028381730011004147,0.0103419095069976,9.0492145291192e-06,0.004201770998050825
The audience,0.04468332568552538,0.1267435708153357,7.808293639410032e-06,0.04634984234026483
The automaker,2.315932639694148e-06,1.5041445131639612e-05,1.890144494755123e-15,4.604475768061507e-06
The band,0.010330469474183862,0.027130458761813,9.6473448149388e-09,0.010240160837897161
The bank based in North Carolina,1.5707297641798443e-09,8.205576345591548e-09,7.036046340616155e-19,3.1310096600109734e-09
The battalion,0.0006024245743048099,0.0028096060644694,9.877347637474405e-08,0.0008556550741005355
The battle,0.03820766845233482,0.3322788622866248,7.720404207463754e-11,0.10368607612167298
The behavior of complex macromolecular systems at materials interfaces,2.1418838290105042e-29,1.333940718318635e-28,2.341322691730795e-58,4.189990874816007e-29
The best of the crop,4.982966656186114e-09,4.982382665975432e-08,2.906673602934701e-16,1.5755472242315304e-08
The bloc's decision,3.726361013062562e-09,1.6326654572014455e-08,2.9747879850372537e-10,5.172154089436351e-09
The board,0.0091332765056442,0.0681652850099157,0.0001709545210165,0.02109604847797196
The bone,0.0007689519733695292,0.006123141842311,7.02181045250444e-12,0.0019071250839005774
The brokers' hope,3.9491238134381224e-11,8.847610757414256e-11,2.2989739694019222e-20,3.8169930452553396e-11
The builders,0.01858982616452883,0.0945456983907524,5.537394861467645e-06,0.034032972694826504
The capital case against Slahi,3.2718749384893544e-14,3.260571421213277e-13,3.6463055486189073e-39,1.0306921671599069e-13
The cause of the collapse,0.00027478616036862155,0.0027475997220501,7.610299897336183e-11,0.0008688581228365068
The caustic spill--Hungary's worst ecological disaster,1.8843810123066227e-39,1.871283027812096e-38,2.673986254055524e-65,5.91295423062186e-39
The central issue,0.001665256577235744,0.0127347749083054,6.09573152708546e-12,0.003931605057890855
"The chairman and a director of one of the Republic of Singapore's leading property companies, City Development Ltd., or CDL",1.3896919037372862e-41,1.3889204289301712e-40,1.070291852646487e-71,4.3918813737763197e-41
The cities of Alma and St. Louis,1.6167744251798053e-14,1.2870500145704193e-13,1.640366162946968e-28,4.037933952264169e-14
The city,0.007981461441733154,0.0249535863110351,8.641619029061209e-11,0.008333685863862851
The commission,0.0002681949389686537,0.001321069857493,1.7210616502464537e-12,0.00042091202166054663
The committee,0.002745035496708225,0.0106668658230576,3.956654689592334e-06,0.0035128710304009264
The company,0.014573506129347939,0.0644580084933306,0.0005045449830831,0.020029492116812153
The concern,1.305775713666115e-05,0.0001305773701259,4.333382827767023e-13,4.129218297639819e-05
The conflict in Kosovo,0.00018901151486675293,0.0016353469201721,6.231045442479449e-17,0.0005095916938399837
The convention,0.0004556530571125556,0.0019794146161823,1.0651019982812535e-09,0.000667497087006254
The convoy of Qasim Fahim,9.817359605508805e-25,8.641993271250168e-24,4.25226246946433e-29,2.708458176969686e-24
The county,0.0004119090611648486,0.0012070104167686,5.172018719532684e-05,0.00036383993893602097
The culture,0.009731291046231461,0.0441889887341113,1.1697721255131112e-08,0.016194399642936605
The date,0.03692815897678507,0.2823801212577272,1.221933667852009e-10,0.08973540006623396
The debt,0.013316033526859053,0.100157337749712,2.1906114843491504e-09,0.03148040642701536
The decline,0.0044757501278673475,0.0376272160162995,1.0369285745395979e-11,0.011861818440044828
The discovery of the mass graves,2.3887175333587127e-05,0.0001887459065517,7.877378405178499e-26,5.849405433016595e-05
The distinctive carriages,4.458069290459878e-15,2.3693205199107667e-14,1.4574132428236834e-17,7.906087489098896e-15
The district,0.0009813457078633493,0.0057210343901481,5.0056913858005344e-11,0.001786960675320348
The division,3.646539049034354e-05,0.0001694786403194,9.638851715445858e-15,5.774589151779073e-05
The dollar,0.004127943021775431,0.0139916915534177,1.1518104577811244e-08,0.005452217049003255
The drink,6.730563164494652e-12,2.387179674235988e-11,1.9379050084002333e-13,8.047147297388698e-12
The earliest evidence of wild barley in an archaeological context,1.5690307095992839e-16,6.841853855545139e-16,1.2901738672126792e-23,2.6127679095217475e-16
The eastern and western sections of the city,7.267891687620242e-08,1.8750616850714405e-07,6.855393517366164e-20,8.024249316639737e-08
The eastern border of Colorado with Nebraska and Kansas,1.6658026686529172e-11,1.6651647403744554e-10,1.3514206920566877e-22,5.265489281446942e-11
The emperor Alexander,4.2266072725735703e-07,4.2230556208696206e-06,1.7643606395951636e-16,1.3353228683576278e-06
"The endowment model, pioneered by Yale's investment chief, David Swensen",1.6499314021876937e-39,1.4517763286772642e-38,1.274802282878416e-61,4.5610654362242955e-39
The environment,0.00023456239851311892,0.0011117549211627,1.0631418549072054e-08,0.0003612620667364293
The explosion,0.03841521755457331,0.1292162865518076,1.3155196377338286e-08,0.046772896922284
The explosions,0.0028928872474814947,0.0184568367443915,4.104707216767423e-09,0.005690700901967477
The factory in Thailand,3.639458106111722e-08,1.5579859401395538e-07,1.5381927335022812e-19,4.9399435133041355e-08
The figure,4.0985064763124484e-05,0.0003113883883105,6.78847859035659e-13,9.664964922422712e-05
The film,0.024855857014774017,0.1621979220098044,7.224300324687939e-11,0.04931979982953661
The fire,0.03805771522270848,0.0978027865410098,1.601392377076523e-07,0.037021185128796257
The first collision,0.0018738710954818633,0.018204733164014,7.098426357083184e-15,0.005739669352130625
The following December,1.0882974119292145e-08,5.3400070275117166e-08,2.3163276369866948e-17,1.890484845233117e-08
The foundation stone,0.1449009532004527,0.4139480047984835,0.0001201547181463,0.18914837508557406
The garage,0.0072714666512001,0.0202975355408416,0.0002677692979277,0.006982953947836964
The government,0.008279402131856385,0.0315629036316493,9.505850423476171e-12,0.010354606184831042
The guide,0.0005563825651158821,0.0021903603120916,2.8428940072695428e-11,0.0008080003622796181
The head of an Ayllu,5.396998705336678e-21,5.307515804837671e-20,4.183986180519733e-26,1.675375777977063e-20
The heat treatment process for most steels,1.0527363162895305e-16,8.17181701692073e-16,1.3384905257672358e-37,2.523495843849403e-16
The iPad,0.0037045894301402107,0.0274593264844469,2.8029467354774554e-09,0.008580208593048314
The insurance coverage,1.2185309183666814e-05,4.37695391769029e-05,4.1951352643668144e-11,1.652138287472059e-05
The island,0.0006229957472206712,0.0024602474894531,3.409417421307204e-13,0.0008958037098455009
The island's parliament,1.4511933229309778e-07,1.312420143024129e-06,3.996809278842802e-11,4.1121414810265404e-07
The islands,0.005672320325291554,0.0232498175732172,5.01961895767323e-10,0.007402517852527781
The issue,1.1034969793468244e-09,8.650926185208928e-09,6.712398300464386e-13,2.674214889542935e-09
The journalistic consensus,9.814180143284686e-08,6.283101010813431e-07,2.9070108931120377e-17,1.9558180310903422e-07
The key,0.14848548769920636,0.3134585678678583,5.832790162785749e-08,0.11374853741036804
The key U.S. and foreign annual interest rates below,1.4780842441822957e-28,8.442247137883371e-28,6.538593319592592e-46,3.0017426588223075e-28
The large star,1.2035996737127675e-05,0.0001136615003154,4.6158894754644366e-14,3.57590374482153e-05
The larvae,0.020596930084475044,0.0980280179883585,2.148654274983625e-09,0.03534394614374555
The letter,0.01675020508567517,0.0845665775235602,9.156923918203436e-13,0.026629312903015012
The level of disorder,4.165495436990454e-06,2.928547529845024e-05,1.1826814154721936e-12,9.314534934461086e-06
The lorem ipsum,9.54899865904165e-22,6.148977981130908e-21,6.835265459145594e-24,1.882239705978251e-21
The main event,3.917164209706667e-05,0.0001623334010411,7.93733098387983e-13,5.785362718048272e-05
The manner in which it was confirmed,4.2021693953613255e-12,2.7681974080516168e-11,2.0229511367932238e-13,8.548504034330797e-12
The mechanism,5.7390243882202004e-11,4.972618758356688e-10,5.4203733508141125e-14,1.5471699163356856e-10
The men,0.001971861084025118,0.0108119613999912,4.9701620297180026e-05,0.003210773692825482
The mission,0.004604524593784168,0.0262115679017214,1.0023898013662097e-13,0.00947909427444767
The most exciting part of the day,1.7754695442306535e-05,5.4370303468220974e-05,5.590931858003296e-12,1.9938880265072197e-05
The move,5.987281630439293e-06,4.671055228154877e-05,1.3962666955027484e-10,1.4432102099397652e-05
The movie,0.007688280094025274,0.0369670702932602,4.7458599606185226e-11,0.01474979328098677
The nerds outside of the club,4.9859642329730925e-12,4.7209781568035706e-11,2.4009078721035954e-28,1.484615912336508e-11
The new administration,0.0011371964688011364,0.0077137768945145,4.11932952374539e-06,0.0024017131592465914
The news,0.06153192620866258,0.1983207055501186,4.7888848411642426e-05,0.07735416355973831
The next stage,9.283025822279865e-11,3.811382801284594e-10,4.743961776495126e-13,1.3104625803026545e-10
The objective,0.02587474987672637,0.0969459928676057,0.0035465257955146,0.027608440068217614
The only homers,1.0009571474089906e-08,9.870132574518645e-08,5.955635284113692e-18,3.116455171666074e-08
The organisation,0.00022570650269472013,0.0012305699470507,3.807262912083122e-06,0.0003802776417355923
"The original stage design of Threepenny, by Caspar Neher",2.382271040625667e-40,1.2152529071136524e-39,9.955633234690662e-64,4.218889196327647e-40
The other musicals opening directly on Broadway,2.080599580477366e-18,1.3224936700173784e-17,3.62140804920892e-37,4.2687351206275014e-18
The parasite Samson,3.673572324795303e-12,2.7854523124155822e-11,4.582116025000729e-22,8.943000619020074e-12
The park,0.007966403400922403,0.030197470254679,2.9402188159253597e-10,0.010325201797940164
The parliament of the republic,2.7305179285694918e-06,9.514830234233929e-06,7.020874884811796e-13,4.0693597676165364e-06
The parliamentary leader,2.093216668298541e-07,1.237690757971127e-06,6.991448419514116e-16,4.025678455883976e-07
The personal income tax threshold,3.2452035404825235e-08,3.238221227697225e-07,3.3373675869670626e-19,1.0237724788823039e-07
The planes that go to LaGuardia,2.2122785146818492e-14,1.1309938586204938e-13,8.256150452097584e-37,4.311343952724809e-14
"The prime minister and her new chancellor of the exchequer, the untested John Major",8.887328501380476e-36,3.9549479873192356e-35,3.706133457479502e-40,1.4280028201925298e-35
The problem,2.3530497223105382e-09,7.647458611739565e-09,7.066367627329419e-11,2.4888459461078254e-09
The publication,0.03453016465188571,0.0921771272759954,4.81277297881412e-10,0.03185586644731636
The purpose of the conference,0.002689214361021589,0.0152588261912762,1.8981436855583294e-17,0.005383880722398622
"The quarter-on-quarter growth, in line with market expectations",4.0546129700071233e-25,4.054303926206938e-24,1.1549547198689719e-46,1.2820726182310956e-24
The race,3.3132238188201185e-05,0.0003313205074719,8.18588590945705e-14,0.00010477267805388254
The rally,0.00032004970467482716,0.0015820718802515,1.0000252916110525e-13,0.0005181145191684009
The rattlesnake,2.7189143539813153e-08,2.718648423022555e-07,1.043789410013121e-22,8.597027768099501e-08
The reactor building containment dome,1.1843281707439452e-10,1.0740066869384623e-09,1.253394776521997e-27,3.3646191825275696e-10
The recovery,0.0029094778292056396,0.014064959399076,0.0001019739162364,0.004232663409196061
The report,0.010849969983700636,0.093996627850915,1.470117666793115e-13,0.029321402267980485
The researchers,0.015632342970706054,0.1323126920747066,0.0001801854902116,0.04114392804641999
The reservoirs,0.001575789403394803,0.0068509684302764,3.9282014751696457e-13,0.0022916047071890188
The result,0.0209891091204388,0.1799157602966339,1.2531393882440109e-12,0.05646715736038902
The results,2.667207565080896e-11,2.1671343250767446e-10,1.368984194892592e-13,6.72652817298315e-11
The roasting smell,2.0277050416441076e-06,1.285809373818652e-05,5.946420489892495e-13,4.333973494842481e-06
The row,0.003481749636598989,0.0165010622404482,1.7545280835435523e-05,0.0051832244100373905
The ruffly bits,6.187521297520303e-12,5.271884379067626e-11,4.034591838331448e-24,1.644567644688369e-11
The screenplay,0.010177012750620227,0.099357645716843,6.738928360271505e-11,0.03133878246880264
"The second problem, which also involves the first",3.46872666438114e-12,2.278740620947715e-11,4.780842936072487e-19,7.712089561608182e-12
The ship,0.003425347246740687,0.0165267573976473,5.149750799666536e-08,0.006735380257870027
